전라남도,30 - 34세,98140,50228,47912,104.80
전라남도,35 - 39세,119167,61336,57831,106.10
전라남도,40 - 44세,129597,68245,61352,111.20
전라남도,45 - 49세,133735,69084,64651,106.90
전라남도,50 - 54세,132614,66675,65939,101.10
전라남도,55 - 59세,107133,52726,54407,96.90
전라남도,60 - 64세,103877,49694,54183,91.70
전라남도,65 - 69세,98508,43161,55347,78.00
전라남도,70 - 74세,103309,42200,61109,69.10
전라남도,75 - 79세,78558,28260,50298,56.20
전라남도,80 - 84세,45139,14065,31074,45.30
전라남도,85세이상,27446,6766,20680,32.70
전라남도,15세미만,276113,142823,133290,107.20
전라남도,15 - 64세,1099676,568677,530999,107.10
전라남도,65세이상,352960,134452,218508,61.50
전라남도,평균연령,42.7,40.4,44.9,-
전라남도,연령중위수,43.6,41.3,46.3,-
경상북도,계,2575370,1281510,1293860,99.00
경상북도,0 - 4세,109013,56382,52631,107.10
경상북도,5 - 9세,118013,62075,55938,111.00
경상북도,10 - 14세,158166,83447,74719,111.70
경상북도,15 - 19세,176765,97020,79745,121.70
경상북도,20 - 24세,151822,86895,64927,133.80
경상북도,25 - 29세,159212,85347,73865,115.50
경상북도,30 - 34세,167811,87030,80781,107.70
경상북도,35 - 39세,190804,97307,93497,104.10
경상북도,40 - 44세,200609,103179,97430,105.90
경상북도,45 - 49세,206740,105629,101111,104.50
경상북도,50 - 54세,203823,102221,101602,100.60
경상북도,55 - 59세,165679,80942,84737,95.50
경상북도,60 - 64세,136430,66396,70034,94.80
경상북도,65 - 69세,124673,54681,69992,78.10
경상북도,70 - 74세,126234,52370,73864,70.90
경상북도,75 - 79세,94660,35228,59432,59.30
경상북도,80 - 84세,52621,16699,35922,46.50
경상북도,85세이상,32295,8662,23633,36.70
경상북도,15세미만,385192,201904,183288,110.20
경상북도,15 - 64세,1759695,911966,847729,107.60
경상북도,65세이상,430483,167640,262843,63.80
경상북도,평균연령,41.1,39.1,43.1,-
경상북도,연령중위수,41.3,39.3,43.5,-
경상남도,계,3119571,1562686,1556885,100.40
경상남도,0 - 4세,154821,79917,74904,106.70
경상남도,5 - 9세,163631,85931,77700,110.60
경상남도,10 - 14세,218418,114998,103420,111.20
경상남도,15 - 19세,217353,118993,98360,121.00
경상남도,20 - 24세,163021,93679,69342,135.10
경상남도,25 - 29세,202144,106906,95238,112.30
경상남도,30 - 34세,229358,118136,111222,106.20
경상남도,35 - 39세,264987,134289,130698,102.70
경상남도,40 - 44세,275367,140021,135346,103.50
경상남도,45 - 49세,266282,136302,129980,104.90
경상남도,50 - 54세,247848,126040,121808,103.50
경상남도,55 - 59세,182499,90750,91749,98.90
경상남도,60 - 64세,142494,69053,73441,94.00
경상남도,65 - 69세,120836,52895,67941,77.90
경상남도,70 - 74세,113515,45339,68176,66.50
경상남도,75 - 79세,84425,29549,54876,53.80
경상남도,80 - 84세,46663,13655,33008,41.40
경상남도,85세이상,25909,6233,19676,31.70
경상남도,15세미만,536870,280846,256024,109.70
경상남도,15 - 64세,2191353,1134169,1057184,107.30
경상남도,65세이상,391348,147671,243677,60.60
경상남도,평균연령,38.6,36.9,40.4,-
경상남도,연령중위수,39.0,37.5,40.6,-
제주도,계,528411,261521,266890,98.00
제주도,0 - 4세,27824,14329,13495,106.20
제주도,5 - 9세,31856,16843,15013,112.20
제주도,10 - 14세,41164,21446,19718,108.80
